verified_batch,issue_id,person_id,name,related_id,issue_type,description,disposition
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3I0001,P000217,吉本 大心,C000704,HIGH_SCHOOL_PERIOD,吉本大心の中部大学第一高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3I0002,P000217,吉本 大心,C000705,UNIVERSITY_PERIOD,吉本大心の拓殖大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3I0003,P000218,ワン ウェイジャ,C000707,HIGH_SCHOOL_PERIOD,ワンウェイジャの中部大学第一高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3I0004,P000218,ワン ウェイジャ,C000708,UNIVERSITY_PERIOD,ワンウェイジャの名古屋学院大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3I0005,P000218,ワン ウェイジャ,P000218,PRO_HISTORY_GAPS,ワンウェイジャは現所属（青森ワッツ、2025-26〜）以前に福島（2024-25）・秋田（2020-21〜2023-24、4シーズン）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3I0006,P000219,中村 拓人,C000710,HIGH_SCHOOL_PERIOD,中村拓人の中部大学第一高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3I0007,P000219,中村 拓人,C000711,UNIVERSITY_PERIOD,中村拓人の大東文化大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3I0008,P000219,中村 拓人,P000219,PRO_HISTORY_GAPS,中村拓人は現所属（群馬クレインサンダーズ、2025-26〜）以前に広島（2021-22〜2024-25、4シーズン）・北海道（2020-21）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1I0001,P000220,松尾 河秋,C000713,HIGH_SCHOOL_PERIOD,松尾河秋の尽誠学園高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1I0002,P000220,松尾 河秋,C000714,UNIVERSITY_PERIOD,松尾河秋の大東文化大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1I0003,P000220,松尾 河秋,P000220,PRO_HISTORY_GAPS,松尾河秋は現所属（金沢サムライズ、2026-27〜）以前に愛媛（2023-24）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1I0004,P000220,松尾 河秋,P000220,CAREER_TIMELINE_NOTE,松尾河秋のクラブ所属履歴は「2026-27 金沢」「2023-24 愛媛」の2行のみで、2024-25・2025-26の行がない。理由・登録種別は推測で記録しない。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1I0005,P000221,髙岡 圭汰朗,C000716,HIGH_SCHOOL_PERIOD,髙岡圭汰朗の尽誠学園高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1I0006,P000221,髙岡 圭汰朗,C000717,UNIVERSITY_PERIOD,髙岡圭汰朗の近畿大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1I0007,P000221,髙岡 圭汰朗,P000221,PRO_HISTORY_GAPS,髙岡圭汰朗は現所属（東京八王子ビートレインズ、2026-27〜）以前に奈良（2021-22〜2022-23）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1I0008,P000221,髙岡 圭汰朗,P000221,CAREER_TIMELINE_NOTE,髙岡圭汰朗のクラブ所属履歴は2022-23奈良の次が2026-27八王子で、2023-24〜2025-26の行がない。理由は推測で記録しない。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1I0009,P000222,上田 隼輔,C000719,HIGH_SCHOOL_PERIOD,上田隼輔の尽誠学園高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1I0010,P000222,上田 隼輔,C000720,UNIVERSITY_PERIOD,上田隼輔の京都産業大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1I0011,P000222,上田 隼輔,P000222,PRO_HISTORY_GAPS,上田隼輔は現所属（島根スサノオマジック、2025-26〜）以前に富山（2021-22〜2024-25、4シーズン）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1I0012,P000223,笠井 康平,C000722,HIGH_SCHOOL_PERIOD,笠井康平の尽誠学園高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1I0013,P000223,笠井 康平,C000723,UNIVERSITY_PERIOD,笠井康平の青山学院大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1I0014,P000223,笠井 康平,P000223,PRO_HISTORY_GAPS,笠井康平は現所属（トライフォース岡山、2026-27〜）以前に福島（2024-25〜2025-26）・奈良（2023-24）・宇都宮（2022-23）・群馬（2020-21〜2021-22）・名古屋D（2018-19〜2019-20）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 22 Wave 2 (尽誠学園高等学校（第2弾 学校4/12）),B22W2I0001,P000224,若狭 功希,C000725,HIGH_SCHOOL_PERIOD,若狭功希の尽誠学園高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 22 Wave 2 (尽誠学園高等学校（第2弾 学校4/12）),B22W2I0002,P000224,若狭 功希,P000224,PRO_HISTORY_GAPS,若狭功希は現所属（トライフォース岡山、2025-26〜、復帰）以前に徳島（2023-24〜2024-25）・岡山（2019-20〜2022-23）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 22 Wave 2 (尽誠学園高等学校（第2弾 学校4/12）),B22W2I0003,P000224,若狭 功希,P000224,UNIVERSITY_NOT_LISTED,若狭功希のB.LEAGUE公式プロフィールのQ&A欄「出身校（大）」は「-」で、大学在籍の有無は公式資料から確認できない。推測で大学Careerを登録していない。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1I0001,P000225,熊谷 航,C000727,HIGH_SCHOOL_PERIOD,熊谷航の前橋育英高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1I0002,P000225,熊谷 航,C000728,UNIVERSITY_PERIOD,熊谷航の大東文化大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1I0003,P000225,熊谷 航,P000225,PRO_HISTORY_GAPS,熊谷航は現所属（長崎ヴェルカ、2025-26〜）以前に秋田（2023-24〜2024-25）・信州（2021-22〜2022-23）・三河（2018-19〜2020-21）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1I0004,P000226,久岡 幸太郎,C000730,HIGH_SCHOOL_PERIOD,久岡幸太郎の前橋育英高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1I0005,P000226,久岡 幸太郎,C000731,UNIVERSITY_PERIOD,久岡幸太郎の中央大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1I0006,P000226,久岡 幸太郎,P000226,PRO_HISTORY_GAPS,久岡幸太郎は現所属（茨城ロボッツ、2023-24〜）以前に広島（2023-24）・香川（2022-23）・東京Z（2018-19〜2021-22）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1I0007,P000227,久岡 賢太郎,C000733,HIGH_SCHOOL_PERIOD,久岡賢太郎の前橋育英高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1I0008,P000227,久岡 賢太郎,C000734,UNIVERSITY_PERIOD,久岡賢太郎の中央大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1I0009,P000228,船生 誠也,C000736,HIGH_SCHOOL_PERIOD,船生誠也の前橋育英高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1I0010,P000228,船生 誠也,C000737,UNIVERSITY_PERIOD,船生誠也の青山学院大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1I0011,P000228,船生 誠也,P000228,PRO_HISTORY_GAPS,船生誠也は現所属（仙台89ERS、2025-26〜）以前にSR渋谷（2024-25）・広島（2021-22〜2023-24）・琉球（2020-21）・富山（2018-19〜2019-20）・名古屋D（2016-17〜2017-18）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1I0012,P000228,船生 誠也,P000228,PRE_BLEAGUE_HISTORY,船生誠也のB.LEAGUE公式クラブ所属履歴は2016-17シーズン（B.LEAGUE開幕）以降のみ掲載されている。それ以前の経歴は公式資料で未確認のため記録していない。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 24 Wave 1 (正智深谷高等学校（第2弾 学校6/12）),B24W1I0001,P000229,渡部 琉,C000739,HIGH_SCHOOL_PERIOD,渡部琉の正智深谷高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 24 Wave 1 (正智深谷高等学校（第2弾 学校6/12）),B24W1I0002,P000229,渡部 琉,C000740,UNIVERSITY_PERIOD,渡部琉の中央大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 24 Wave 1 (正智深谷高等学校（第2弾 学校6/12）),B24W1I0003,P000229,渡部 琉,P000229,PRO_HISTORY_GAPS,渡部琉は現所属（広島ドラゴンフライズ、2024-25〜、復帰）以前に仙台（2022-23〜2023-24）・広島（2021-22）・秋田（2020-21）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 24 Wave 1 (正智深谷高等学校（第2弾 学校6/12）),B24W1I0004,P000230,常田 耕平,C000742,HIGH_SCHOOL_PERIOD,常田耕平の正智深谷高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 24 Wave 1 (正智深谷高等学校（第2弾 学校6/12）),B24W1I0005,P000230,常田 耕平,C000743,UNIVERSITY_PERIOD,常田耕平の明治大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 24 Wave 1 (正智深谷高等学校（第2弾 学校6/12）),B24W1I0006,P000230,常田 耕平,P000230,PRO_HISTORY_GAPS,常田耕平は現所属（福井ブローウィンズ、2026-27〜）以前に滋賀（2024-25〜2025-26）・青森（2022-23〜2023-24）・三遠（2020-21〜2021-22）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 25 Wave 1 (帝京長岡高等学校（第2弾 学校7/12）),B25W1I0001,P000231,ブラ ブサナ グロリダ,C000745,HIGH_SCHOOL_PERIOD,ブラブサナグロリダの帝京長岡高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 25 Wave 1 (帝京長岡高等学校（第2弾 学校7/12）),B25W1I0002,P000231,ブラ ブサナ グロリダ,C000768,UNIVERSITY_PERIOD,ブラブサナグロリダの白鷗大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 25 Wave 1 (帝京長岡高等学校（第2弾 学校7/12）),B25W1I0003,P000231,ブラ ブサナ グロリダ,P000231,PRO_HISTORY_GAPS,ブラブサナグロリダは現所属（東京ユナイテッドバスケットボールクラブ、2022-23〜）以前に埼玉（2021-22）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 25 Wave 1 (帝京長岡高等学校（第2弾 学校7/12）),B25W1I0004,P000231,ブラ ブサナ グロリダ,P000231,UNIVERSITY_NAME_GARBLED,ブラブサナグロリダのB.LEAGUE公式プロフィールのQ&A欄「出身校（大）」は「白?大学」（2文字目が半角の「?」＝U+003F）と表示され、公式サイト側の文字化けとみられる。Yuichiの判断（2026-09-26）により白鷗大学（ORG000093）として大学Careerを登録した。公式表記での裏付けは未取得。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 25 Wave 1 (帝京長岡高等学校（第2弾 学校7/12）),B25W1I0005,P000232,遠藤 善,C000747,HIGH_SCHOOL_PERIOD,遠藤善の帝京長岡高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 25 Wave 1 (帝京長岡高等学校（第2弾 学校7/12）),B25W1I0006,P000232,遠藤 善,C000748,UNIVERSITY_PERIOD,遠藤善の日本体育大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 25 Wave 1 (帝京長岡高等学校（第2弾 学校7/12）),B25W1I0007,P000232,遠藤 善,P000232,PRO_HISTORY_GAPS,遠藤善は現所属（鹿児島レブナイズ、2025-26〜）以前に茨城（2024-25）・新潟（2021-22〜2023-24）・大阪（2020-21）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 26 Wave 1 (桜丘高等学校（第2弾 学校8/12）),B26W1I0001,P000233,モッチ ラミン,C000750,HIGH_SCHOOL_PERIOD,モッチラミンの桜丘高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 26 Wave 1 (桜丘高等学校（第2弾 学校8/12）),B26W1I0002,P000233,モッチ ラミン,C000751,UNIVERSITY_PERIOD,モッチラミンの大東文化大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 26 Wave 1 (桜丘高等学校（第2弾 学校8/12）),B26W1I0003,P000233,モッチ ラミン,P000233,PRO_HISTORY_GAPS,モッチラミンは現所属（熊本ヴォルターズ、2025-26〜）以前に佐賀・三河（いずれも2024-25。シーズン途中の移籍とみられるが時期は未確認）・埼玉（2019-20）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 26 Wave 1 (桜丘高等学校（第2弾 学校8/12）),B26W1I0004,P000233,モッチ ラミン,P000233,CAREER_TIMELINE_NOTE,モッチラミンのクラブ所属履歴は2019-20埼玉の次が2024-25で、2020-21〜2023-24の行がない。理由は推測で記録しない。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 27 Wave 1 (秋田県立能代工業高等学校（第2弾 学校9/12）),B27W1I0001,P000234,盛實 海翔,C000753,HIGH_SCHOOL_PERIOD,盛實海翔の秋田県立能代工業高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 27 Wave 1 (秋田県立能代工業高等学校（第2弾 学校9/12）),B27W1I0002,P000234,盛實 海翔,C000754,UNIVERSITY_PERIOD,盛實海翔の専修大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 27 Wave 1 (秋田県立能代工業高等学校（第2弾 学校9/12）),B27W1I0003,P000234,盛實 海翔,P000234,PRO_HISTORY_GAPS,盛實海翔は現所属（富山グラウジーズ、2026-27〜）以前に北海道（2024-25〜2025-26）・SR渋谷（2018-19〜2023-24）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 27 Wave 2 (秋田県立能代工業高等学校（第2弾 学校9/12）),B27W2I0001,P000235,中嶋 正尭,C000756,HIGH_SCHOOL_PERIOD,中嶋正尭の秋田県立能代科学技術高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 27 Wave 2 (秋田県立能代工業高等学校（第2弾 学校9/12）),B27W2I0002,P000235,中嶋 正尭,C000757,UNIVERSITY_PERIOD,中嶋正尭の名古屋学院大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 27 Wave 2 (秋田県立能代工業高等学校（第2弾 学校9/12）),B27W2I0003,P000235,中嶋 正尭,C000756,ORG_NAME_HISTORY,中嶋正尭のB.LEAGUE公式プロフィールの出身校（高）は「秋田県立能代科学技術高等学校」。Yuichiの判断（2026-09-26）により能代工業高校と同じ扱いとし、秋田県立能代工業高等学校（ORG000159）のCareerとして登録した。単一名称スキーマでは校名の違いを表現できない（宇都宮ブレックス・仙台大学附属明成と同種の事例）。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 28 Wave 1 (報徳学園高等学校（第2弾 学校10/12）),B28W1I0001,P000236,宇都宮 陸,C000759,HIGH_SCHOOL_PERIOD,宇都宮陸の報徳学園高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 28 Wave 1 (報徳学園高等学校（第2弾 学校10/12）),B28W1I0002,P000236,宇都宮 陸,C000760,UNIVERSITY_PERIOD,宇都宮陸の京都産業大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 28 Wave 1 (報徳学園高等学校（第2弾 学校10/12）),B28W1I0003,P000236,宇都宮 陸,P000236,PRO_HISTORY_GAPS,宇都宮陸は現所属（ファイティングイーグルス名古屋、2024-25〜）以前にA東京（2022-23）・愛媛（2021-22）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 28 Wave 1 (報徳学園高等学校（第2弾 学校10/12）),B28W1I0004,P000236,宇都宮 陸,P000236,CAREER_TIMELINE_NOTE,宇都宮陸のクラブ所属履歴に2023-24の行がない（2022-23 A東京→2024-25 FE名古屋）。大学在学中の登録（特別指定選手等）の可能性があるが、種別は推測で記録しない。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 29 Wave 1 (大阪桐蔭高等学校（第2弾 学校11/12）),B29W1I0001,P000237,金友 蓮,C000762,HIGH_SCHOOL_PERIOD,金友蓮の大阪桐蔭高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 29 Wave 1 (大阪桐蔭高等学校（第2弾 学校11/12）),B29W1I0002,P000237,金友 蓮,C000763,UNIVERSITY_PERIOD,金友蓮の大阪産業大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 29 Wave 1 (大阪桐蔭高等学校（第2弾 学校11/12）),B29W1I0003,P000237,金友 蓮,P000237,PRO_HISTORY_GAPS,金友蓮は現所属（金沢サムライズ、2026-27〜）以前に熊本（2025-26）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 30 Wave 1 (近畿大学附属高等学校（第2弾 学校12/12）),B30W1I0001,P000238,西野 曜,C000765,HIGH_SCHOOL_PERIOD,西野曜の近畿大学附属高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 30 Wave 1 (近畿大学附属高等学校（第2弾 学校12/12）),B30W1I0002,P000238,西野 曜,C000766,UNIVERSITY_PERIOD,西野曜の専修大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 30 Wave 1 (近畿大学附属高等学校（第2弾 学校12/12）),B30W1I0003,P000238,西野 曜,P000238,PRO_HISTORY_GAPS,西野曜は現所属（福井ブローウィンズ、2024-25〜）以前に横浜BC（2023-24）・SR渋谷（2020-21〜2022-23）・秋田（2019-20）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
