verified_batch,record_id,entity_type,entity_id,field_name,candidate_value,source_id,source_locator,evidence_summary,assessment,checked_at,issue_note
Batch 004,B4W4E0012,Career,C000254,role,Player,B4W4S0002,ROSTER・STATS > No.8,2025年大会で7試合出場,SUPPORTED,2026-09-21,
Batch 004,B4W4E0013,Career,C000254,start,2022,B4W4S0001,今泉 太陽 > 経歴 > 2022年4月-現在,大学開始年月を掲載,SUPPORTED,2026-09-21,
Batch 004,B4W4E0014,Career,C000254,competition_participation,2025インカレ 7試合,B4W4S0002,STATS > No.8 今泉 太陽,7試合・205分22秒の出場記録,SUPPORTED,2026-09-21,
Batch 004,B4W4E0015,Person,P000072,name,崎濱 秀真,B4W4S0001,候補選手一覧 > 崎濱 秀真 > プロフィール,B.LEAGUE公式の氏名,SUPPORTED,2026-09-21,
Batch 004,B4W4E0016,Person,P000072,birth_date,2003-08-21,B4W4S0001,候補選手一覧 > 崎濱 秀真 > 生年月日,生年月日を掲載,SUPPORTED,2026-09-21,
Batch 004,B4W4E0017,Person,P000072,position,PG/SG,B4W4S0001,候補選手一覧 > 崎濱 秀真 > ポジション,登録ポジション,SUPPORTED,2026-09-21,
Batch 004,B4W4E0018,Person,P000072,height_cm,181,B4W4S0001,候補選手一覧 > 崎濱 秀真 > 身長,ドラフト候補プロフィールの身長,SUPPORTED,2026-09-21,
Batch 004,B4W4E0019,Person,P000072,weight_kg,83,B4W4S0001,候補選手一覧 > 崎濱 秀真 > 体重,ドラフト候補プロフィールの体重,SUPPORTED,2026-09-21,
Batch 004,B4W4E0020,Person,P000072,draft_candidate_listing,B.LEAGUE DRAFT 2026,B4W4S0001,候補選手一覧 > 崎濱 秀真,候補選手一覧への掲載,SUPPORTED,2026-09-21,
Batch 004,B4W4E0021,Career,C000255,organization_id,ORG000010,B4W4S0001,崎濱 秀真 > 経歴 > 2019年4月-2022年3月,福岡第一高等学校の期間を掲載,SUPPORTED,2026-09-21,
Batch 004,B4W4E0023,Career,C000255,start,2019,B4W4S0001,崎濱 秀真 > 経歴,開始年月を2019年4月と掲載,SUPPORTED,2026-09-21,
Batch 004,B4W4E0024,Career,C000255,end,2022,B4W4S0001,崎濱 秀真 > 経歴,終了年月を2022年3月と掲載,SUPPORTED,2026-09-21,
Batch 004,B4W4E0025,Career,C000256,organization_id,ORG000105,B4W4S0003,ROSTER > No.23 崎濱 秀真,新潟経営大学の2022年大会ロスター,SUPPORTED,2026-09-21,
Batch 004,B4W4E0026,Career,C000256,role,Player,B4W4S0004,ROSTER・STATS > No.23,2024年大会で2試合出場,SUPPORTED,2026-09-21,
Batch 004,B4W4E0027,Career,C000256,start,2022,B4W4S0001,崎濱 秀真 > 経歴 > 2022年4月-現在,大学開始年月を掲載,SUPPORTED,2026-09-21,
Batch 004,B4W4E0028,Career,C000256,competition_participation,2024インカレ 2試合,B4W4S0004,STATS > No.23 崎濱 秀真,2試合・30分27秒の出場記録,SUPPORTED,2026-09-21,
Batch 004,B4W4E0029,Organization,ORG000010,name,福岡第一高等学校,B4W4S0001,両選手の経歴欄,公式資料内の組織表記,SUPPORTED,2026-09-21,
Batch 004,B4W4E0030,Organization,ORG000017,name,日本経済大学,B4W4S0002,大学名・ROSTER,JUBF公式資料の組織名,SUPPORTED,2026-09-21,
Batch 004,B4W4E0031,Organization,ORG000105,name,新潟経営大学,B4W4S0004,大学名・ROSTER,JUBF公式資料の組織名,SUPPORTED,2026-09-21,
