verified_batch,decision_id,entity_type,entity_id,held_fields,reason
Batch 14 Wave 3 (北陸高等学校（学校7/11）),B14W3D0016,Career,C000583,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 4 (北陸高等学校（学校7/11）),B14W4D0002,Career,C000584,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 4 (北陸高等学校（学校7/11）),B14W4D0003,Career,C000585,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 4 (北陸高等学校（学校7/11）),B14W4D0004,Career,C000586,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 4 (北陸高等学校（学校7/11）),B14W4D0006,Career,C000587,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 4 (北陸高等学校（学校7/11）),B14W4D0007,Career,C000588,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 4 (北陸高等学校（学校7/11）),B14W4D0008,Career,C000589,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 4 (北陸高等学校（学校7/11）),B14W4D0010,Career,C000590,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 4 (北陸高等学校（学校7/11）),B14W4D0011,Career,C000591,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 4 (北陸高等学校（学校7/11）),B14W4D0012,Career,C000592,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 15 Wave 1 (藤枝明誠高等学校（学校8/11）),B15W1D0002,Career,C000593,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 15 Wave 1 (藤枝明誠高等学校（学校8/11）),B15W1D0003,Career,C000594,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 15 Wave 1 (藤枝明誠高等学校（学校8/11）),B15W1D0004,Career,C000595,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 15 Wave 1 (藤枝明誠高等学校（学校8/11）),B15W1D0006,Career,C000596,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 15 Wave 1 (藤枝明誠高等学校（学校8/11）),B15W1D0007,Career,C000597,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 15 Wave 1 (藤枝明誠高等学校（学校8/11）),B15W1D0008,Career,C000598,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 15 Wave 1 (藤枝明誠高等学校（学校8/11）),B15W1D0010,Career,C000599,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 15 Wave 1 (藤枝明誠高等学校（学校8/11）),B15W1D0011,Career,C000600,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 15 Wave 1 (藤枝明誠高等学校（学校8/11）),B15W1D0012,Career,C000601,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 15 Wave 1 (藤枝明誠高等学校（学校8/11）),B15W1D0014,Career,C000602,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 15 Wave 1 (藤枝明誠高等学校（学校8/11）),B15W1D0015,Career,C000603,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 15 Wave 1 (藤枝明誠高等学校（学校8/11）),B15W1D0016,Career,C000604,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 15 Wave 2 (藤枝明誠高等学校（学校8/11）),B15W2D0002,Career,C000605,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 15 Wave 2 (藤枝明誠高等学校（学校8/11）),B15W2D0003,Career,C000606,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 15 Wave 2 (藤枝明誠高等学校（学校8/11）),B15W2D0004,Career,C000607,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 15 Wave 2 (藤枝明誠高等学校（学校8/11）),B15W2D0006,Career,C000608,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 15 Wave 2 (藤枝明誠高等学校（学校8/11）),B15W2D0007,Career,C000609,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 15 Wave 2 (藤枝明誠高等学校（学校8/11）),B15W2D0008,Career,C000610,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 17 Wave 1 (土浦日本大学高等学校（学校10/11）),B17W1D0002,Career,C000611,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 17 Wave 1 (土浦日本大学高等学校（学校10/11）),B17W1D0003,Career,C000612,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 17 Wave 1 (土浦日本大学高等学校（学校10/11）),B17W1D0004,Career,C000613,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 17 Wave 1 (土浦日本大学高等学校（学校10/11）),B17W1D0006,Career,C000614,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 17 Wave 1 (土浦日本大学高等学校（学校10/11）),B17W1D0007,Career,C000615,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 17 Wave 1 (土浦日本大学高等学校（学校10/11）),B17W1D0008,Career,C000616,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 17 Wave 1 (土浦日本大学高等学校（学校10/11）),B17W1D0010,Career,C000617,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 17 Wave 1 (土浦日本大学高等学校（学校10/11）),B17W1D0011,Career,C000618,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 17 Wave 1 (土浦日本大学高等学校（学校10/11）),B17W1D0012,Career,C000619,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 17 Wave 1 (土浦日本大学高等学校（学校10/11）),B17W1D0014,Career,C000620,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 17 Wave 1 (土浦日本大学高等学校（学校10/11）),B17W1D0015,Career,C000621,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 17 Wave 1 (土浦日本大学高等学校（学校10/11）),B17W1D0016,Career,C000622,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 17 Wave 2 (土浦日本大学高等学校（学校10/11）),B17W2D0002,Career,C000623,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 17 Wave 2 (土浦日本大学高等学校（学校10/11）),B17W2D0003,Career,C000624,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 17 Wave 2 (土浦日本大学高等学校（学校10/11）),B17W2D0004,Career,C000625,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 17 Wave 2 (土浦日本大学高等学校（学校10/11）),B17W2D0006,Career,C000626,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 17 Wave 2 (土浦日本大学高等学校（学校10/11）),B17W2D0007,Career,C000627,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 17 Wave 2 (土浦日本大学高等学校（学校10/11）),B17W2D0008,Career,C000628,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 18 Wave 1 (八王子学園八王子高等学校（学校11/11）),B18W1D0002,Career,C000629,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 18 Wave 1 (八王子学園八王子高等学校（学校11/11）),B18W1D0003,Career,C000630,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 18 Wave 1 (八王子学園八王子高等学校（学校11/11）),B18W1D0004,Career,C000631,end,READY判断内の未確認項目としてVERIFIEDから除外
